muni,state,muni_fines,state_fines
Gramado dos Loureiros,RS,GRAMADO DOS LOUREIROS,RS
Gramado Xavier,RS,GRAMADO XAVIER,RS
Gravataí,RS,GRAVATAI,RS
Guabiju,RS,GUABIJU,RS
Guaíba,RS,GUAIBA,RS
Guaporé,RS,GUAPORE,RS
Guarani das Missões,RS,GUARANI DAS MISSOES,RS
Harmonia,RS,HARMONIA,RS
Herval,RS,HERVAL,RS
Herveiras,RS,HERVEIRAS,RS
Horizontina,RS,HORIZONTINA,RS
Hulha Negra,RS,HULHA NEGRA,RS
Humaitá,RS,HUMAITA,RS
Ibarama,RS,IBARAMA,RS
Ibiaçá,RS,IBIACA,RS
Ibiraiaras,RS,IBIRAIARAS,RS
Ibirapuitã,RS,IBIRAPUITA,RS
Ibirubá,RS,IBIRUBA,RS
Igrejinha,RS,IGREJINHA,RS
Ijuí,RS,IJUI,RS
Ilópolis,RS,ILOPOLIS,RS
Imbé,RS,IMBE,RS
Imigrante,RS,IMIGRANTE,RS
Independência,RS,INDEPENDENCIA,RS
Inhacorá,RS,INHACORA,RS
Ipê,RS,IPE,RS
Ipiranga do Sul,RS,IPIRANGA DO SUL,RS
Iraí,RS,IRAI,RS
Itaara,RS,ITAARA,RS
Itacurubi,RS,ITACURUBI,RS
Itapuca,RS,ITAPUCA,RS
Itaqui,RS,ITAQUI,RS
Itati,RS,ITATI,RS
Itatiba do Sul,RS,ITATIBA DO SUL,RS
Ivorá,RS,IVORA,RS
Ivoti,RS,IVOTI,RS
Jaboticaba,RS,,
Jacuizinho,RS,JACUIZINHO,RS
Jacutinga,RS,JACUTINGA,RS
Jaguarão,RS,JAGUARAO,RS
Jaguari,RS,JAGUARI,RS
Jaquirana,RS,JAQUIRANA,RS
Jari,RS,JARI,RS
Jóia,RS,JOIA,RS
Júlio de Castilhos,RS,JULIO DE CASTILHOS,RS
Lagoa Bonita do Sul,RS,LAGOA BONITA DO SUL,RS
Lagoa dos Patos,RS,,
Lagoa dos Três Cantos,RS,LAGOA DOS TRES CANTOS,RS
Lagoa Mirim,RS,,
Lagoa Vermelha,RS,LAGOA VERMELHA,RS
Lagoão,RS,LAGOAO,RS
Lajeado,RS,LAJEADO,RS
Lajeado do Bugre,RS,,
Lavras do Sul,RS,LAVRAS DO SUL,RS
Liberato Salzano,RS,LIBERATO SALZANO,RS
Lindolfo Collor,RS,,
Linha Nova,RS,LINHA NOVA,RS
Maçambará,RS,MACAMBARA,RS
Machadinho,RS,MACHADINHO,RS
Mampituba,RS,MAMPITUBA,RS
Manoel Viana,RS,MANOEL VIANA,RS
Maquiné,RS,MAQUINE,RS
Maratá,RS,MARATA,RS
Marau,RS,MARAU,RS
Marcelino Ramos,RS,MARCELINO RAMOS,RS
Mariana Pimentel,RS,MARIANA PIMENTEL,RS
Mariano Moro,RS,MARIANO MORO,RS
Marques de Souza,RS,MARQUES DE SOUZA,RS
Mata,RS,MATA,RS
Mato Castelhano,RS,MATO CASTELHANO,RS
Mato Leitão,RS,MATO LEITAO,RS
Mato Queimado,RS,MATO QUEIMADO,RS
Maximiliano de Almeida,RS,MAXIMILIANO DE ALMEIDA,RS
Minas do Leão,RS,MINAS DO LEAO,RS
Miraguaí,RS,,
Montauri,RS,MONTAURI,RS
Monte Alegre dos Campos,RS,MONTE ALEGRE DOS CAMPOS,RS
Monte Belo do Sul,RS,MONTE BELO DO SUL,RS
Montenegro,RS,MONTENEGRO,RS
Mormaço,RS,MORMACO,RS
Morrinhos do Sul,RS,MORRINHOS DO SUL,RS
Morro Redondo,RS,MORRO REDONDO,RS
Morro Reuter,RS,MORRO REUTER,RS
Mostardas,RS,MOSTARDAS,RS
Muçum,RS,MUCUM,RS
Muitos Capões,RS,MUITOS CAPOES,RS
Muliterno,RS,MULITERNO,RS
Não-Me-Toque,RS,NAO-ME-TOQUE,RS
Nicolau Vergueiro,RS,NICOLAU VERGUEIRO,RS
Nonoai,RS,NONOAI,RS
Nova Alvorada,RS,NOVA ALVORADA,RS
Nova Araçá,RS,NOVA ARACA,RS
Nova Bassano,RS,NOVA BASSANO,RS
Nova Boa Vista,RS,NOVA BOA VISTA,RS
Nova Bréscia,RS,NOVA BRESCIA,RS
Nova Candelária,RS,NOVA CANDELARIA,RS
Nova Esperança do Sul,RS,NOVA ESPERANCA DO SUL,RS
Nova Hartz,RS,NOVA HARTZ,RS
Nova Pádua,RS,NOVA PADUA,RS
Nova Palma,RS,NOVA PALMA,RS
Nova Petrópolis,RS,NOVA PETROPOLIS,RS
Nova Prata,RS,NOVA PRATA,RS
Nova Ramada,RS,NOVA RAMADA,RS
Nova Roma do Sul,RS,NOVA ROMA DO SUL,RS
Nova Santa Rita,RS,NOVA SANTA RITA,RS
Novo Barreiro,RS,NOVO BARREIRO,RS
Novo Cabrais,RS,NOVO CABRAIS,RS
Novo Hamburgo,RS,NOVO HAMBURGO,RS
Novo Machado,RS,NOVO MACHADO,RS
Novo Tiradentes,RS,,
Novo Xingu,RS,,
Osório,RS,OSORIO,RS
Paim Filho,RS,PAIM FILHO,RS
Palmares do Sul,RS,PALMARES DO SUL,RS
Palmeira das Missões,RS,PALMEIRA DAS MISSOES,RS
Palmitinho,RS,PALMITINHO,RS
Panambi,RS,PANAMBI,RS
Pantano Grande,RS,PANTANO GRANDE,RS
Paraí,RS,PARAI,RS
Paraíso do Sul,RS,PARAISO DO SUL,RS
Pareci Novo,RS,PARECI NOVO,RS
Parobé,RS,PAROBE,RS
Passa Sete,RS,PASSA SETE,RS
Passo do Sobrado,RS,PASSO DO SOBRADO,RS
Passo Fundo,RS,PASSO FUNDO,RS
Paulo Bento,RS,PAULO BENTO,RS
Paverama,RS,PAVERAMA,RS
Pedras Altas,RS,PEDRAS ALTAS,RS
Pedro Osório,RS,PEDRO OSORIO,RS
Pejuçara,RS,PEJUCARA,RS
Pelotas,RS,PELOTAS,RS
Picada Café,RS,PICADA CAFE,RS
Pinhal,RS,PINHAL,RS
Pinhal da Serra,RS,PINHAL DA SERRA,RS
Pinhal Grande,RS,PINHAL GRANDE,RS
Pinheirinho do Vale,RS,PINHEIRINHO DO VALE,RS
Pinheiro Machado,RS,PINHEIRO MACHADO,RS
Pinto Bandeira,RS,,
Pirapó,RS,PIRAPO,RS
Piratini,RS,PIRATINI,RS
Planalto,RS,PLANALTO,RS
Poço das Antas,RS,POCO DAS ANTAS,RS
Pontão,RS,PONTAO,RS
Ponte Preta,RS,PONTE PRETA,RS
Portão,RS,PORTAO,RS
Porto Alegre,RS,PORTO ALEGRE,RS
Porto Lucena,RS,PORTO LUCENA,RS
Porto Mauá,RS,PORTO MAUA,RS
Porto Vera Cruz,RS,PORTO VERA CRUZ,RS
Porto Xavier,RS,PORTO XAVIER,RS
Pouso Novo,RS,,
Presidente Lucena,RS,PRESIDENTE LUCENA,RS
Progresso,RS,PROGRESSO,RS
Protásio Alves,RS,PROTASIO ALVES,RS
Putinga,RS,PUTINGA,RS
Quaraí,RS,QUARAI,RS
Quatro Irmãos,RS,QUATRO IRMAOS,RS
Quevedos,RS,QUEVEDOS,RS
Quinze de Novembro,RS,QUINZE DE NOVEMBRO,RS
Redentora,RS,,
Relvado,RS,RELVADO,RS
Restinga Sêca,RS,RESTINGA SECA,RS
Rio dos Índios,RS,RIO DOS INDIOS,RS
Rio Grande,RS,RIO GRANDE,RS
Rio Pardo,RS,RIO PARDO,RS
Riozinho,RS,RIOZINHO,RS
Roca Sales,RS,ROCA SALES,RS
Rodeio Bonito,RS,,
Rolador,RS,ROLADOR,RS
Rolante,RS,ROLANTE,RS
Ronda Alta,RS,RONDA ALTA,RS
Rondinha,RS,RONDINHA,RS
Roque Gonzales,RS,ROQUE GONZALES,RS
Rosário do Sul,RS,ROSARIO DO SUL,RS
Sagrada Família,RS,SAGRADA FAMILIA,RS
Saldanha Marinho,RS,SALDANHA MARINHO,RS
Salto do Jacuí,RS,SALTO DO JACUI,RS
Salvador das Missões,RS,SALVADOR DAS MISSOES,RS
Salvador do Sul,RS,SALVADOR DO SUL,RS
Sananduva,RS,SANANDUVA,RS
Sant'Ana do Livramento,RS,SANTANA DO LIVRAMENTO,RS
Santa Bárbara do Sul,RS,SANTA BARBARA DO SUL,RS
Santa Cecília do Sul,RS,SANTA CECILIA DO SUL,RS
Santa Clara do Sul,RS,SANTA CLARA DO SUL,RS
Santa Cruz do Sul,RS,SANTA CRUZ DO SUL,RS
Santa Margarida do Sul,RS,SANTA MARGARIDA DO SUL,RS
Santa Maria,RS,SANTA MARIA,RS
Santa Maria do Herval,RS,SANTA MARIA DO HERVAL,RS
Santa Rosa,RS,SANTA ROSA,RS
Santa Tereza,RS,SANTA TEREZA,RS
Santa Vitória do Palmar,RS,SANTA VITORIA DO PALMAR,RS
Santana da Boa Vista,RS,SANTANA DA BOA VISTA,RS
Santiago,RS,SANTIAGO,RS
Santo Ângelo,RS,SANTO ANGELO,RS
Santo Antônio da Patrulha,RS,SANTO ANTONIO DA PATRULHA,RS
Santo Antônio das Missões,RS,SANTO ANTONIO DAS MISSOES,RS
Santo Antônio do Palma,RS,SANTO ANTONIO DO PALMA,RS
Santo Antônio do Planalto,RS,SANTO ANTONIO DO PLANALTO,RS
Santo Augusto,RS,SANTO AUGUSTO,RS
Santo Cristo,RS,SANTO CRISTO,RS
Santo Expedito do Sul,RS,,
São Borja,RS,SAO BORJA,RS
São Domingos do Sul,RS,SAO DOMINGOS DO SUL,RS
São Francisco de Assis,RS,SAO FRANCISCO DE ASSIS,RS
São Francisco de Paula,RS,SAO FRANCISCO DE PAULA,RS
São Gabriel,RS,SAO GABRIEL,RS
São Jerônimo,RS,SAO JERONIMO,RS
São João da Urtiga,RS,SAO JOAO DA URTIGA,RS
São João do Polêsine,RS,SAO JOAO DO POLESINE,RS
São Jorge,RS,SAO JORGE,RS
São José das Missões,RS,SAO JOSE DAS MISSOES,RS
São José do Herval,RS,SAO JOSE DO HERVAL,RS
São José do Hortêncio,RS,SAO JOSE DO HORTENCIO,RS
São José do Inhacorá,RS,,
São José do Norte,RS,SAO JOSE DO NORTE,RS
São José do Ouro,RS,SAO JOSE DO OURO,RS
São José do Sul,RS,SAO JOSE DO SUL,RS
São José dos Ausentes,RS,SAO JOSE DOS AUSENTES,RS
São Leopoldo,RS,SAO LEOPOLDO,RS
São Lourenço do Sul,RS,SAO LOURENCO DO SUL,RS
São Luiz Gonzaga,RS,SAO LUIZ GONZAGA,RS
São Marcos,RS,SAO MARCOS,RS
São Martinho,RS,SAO MARTINHO,RS
São Martinho da Serra,RS,SAO MARTINHO DA SERRA,RS
São Miguel das Missões,RS,SAO MIGUEL DAS MISSOES,RS
São Nicolau,RS,SAO NICOLAU,RS
São Paulo das Missões,RS,SAO PAULO DAS MISSOES,RS
São Pedro da Serra,RS,,
São Pedro das Missões,RS,SAO PEDRO DAS MISSOES,RS
São Pedro do Butiá,RS,SAO PEDRO DO BUTIA,RS
São Pedro do Sul,RS,SAO PEDRO DO SUL,RS
São Sebastião do Caí,RS,SAO SEBASTIAO DO CAI,RS
São Sepé,RS,SAO SEPE,RS
São Valentim,RS,SAO VALENTIM,RS
São Valentim do Sul,RS,SAO VALENTIM DO SUL,RS
São Valério do Sul,RS,,
São Vendelino,RS,,
São Vicente do Sul,RS,SAO VICENTE DO SUL,RS
Sapiranga,RS,SAPIRANGA,RS
Sapucaia do Sul,RS,SAPUCAIA DO SUL,RS
Sarandi,RS,SARANDI,RS
Seberi,RS,SEBERI,RS
Sede Nova,RS,,
Segredo,RS,SEGREDO,RS
Selbach,RS,SELBACH,RS
Senador Salgado Filho,RS,SENADOR SALGADO FILHO,RS
Sentinela do Sul,RS,SENTINELA DO SUL,RS
Serafina Corrêa,RS,SERAFINA CORREA,RS
Sério,RS,SERIO,RS
Sertão,RS,SERTAO,RS
Sertão Santana,RS,SERTAO SANTANA,RS
Sete de Setembro,RS,SETE DE SETEMBRO,RS
Severiano de Almeida,RS,SEVERIANO DE ALMEIDA,RS
Silveira Martins,RS,SILVEIRA MARTINS,RS
Sinimbu,RS,SINIMBU,RS
Sobradinho,RS,SOBRADINHO,RS
Soledade,RS,SOLEDADE,RS
Tabaí,RS,TABAI,RS
Tapejara,RS,TAPEJARA,RS
Tapera,RS,TAPERA,RS
Tapes,RS,TAPES,RS
Taquara,RS,TAQUARA,RS
Taquari,RS,TAQUARI,RS
Taquaruçu do Sul,RS,,
Tavares,RS,TAVARES,RS
Tenente Portela,RS,TENENTE PORTELA,RS
Terra de Areia,RS,TERRA DE AREIA,RS
Teutônia,RS,TEUTONIA,RS
Tio Hugo,RS,TIO HUGO,RS
Tiradentes do Sul,RS,TIRADENTES DO SUL,RS
Toropi,RS,TOROPI,RS
Torres,RS,TORRES,RS
Tramandaí,RS,TRAMANDAI,RS
Travesseiro,RS,,
Três Arroios,RS,,
Três Cachoeiras,RS,TRES CACHOEIRAS,RS
Três Coroas,RS,TRES COROAS,RS
Três de Maio,RS,TRES DE MAIO,RS
Três Forquilhas,RS,TRES FORQUILHAS,RS
Três Palmeiras,RS,TRES PALMEIRAS,RS
Três Passos,RS,TRES PASSOS,RS
Trindade do Sul,RS,,
Triunfo,RS,TRIUNFO,RS
Tucunduva,RS,TUCUNDUVA,RS
Tunas,RS,TUNAS,RS
Tupanci do Sul,RS,TUPANCI DO SUL,RS
Tupanciretã,RS,TUPANCIRETA,RS
Tupandi,RS,TUPANDI,RS
Tuparendi,RS,TUPARENDI,RS
Turuçu,RS,TURUCU,RS
Ubiretama,RS,UBIRETAMA,RS
União da Serra,RS,UNIAO DA SERRA,RS
Unistalda,RS,UNISTALDA,RS
Uruguaiana,RS,URUGUAIANA,RS
Vacaria,RS,VACARIA,RS
Vale do Sol,RS,VALE DO SOL,RS
Vale Real,RS,VALE REAL,RS
Vale Verde,RS,VALE VERDE,RS
Vanini,RS,VANINI,RS
Venâncio Aires,RS,VENANCIO AIRES,RS
Vera Cruz,RS,VERA CRUZ,RS
Veranópolis,RS,VERANOPOLIS,RS
Vespasiano Corrêa,RS,VESPASIANO CORREA,RS
Viadutos,RS,VIADUTOS,RS
Viamão,RS,VIAMAO,RS
Vicente Dutra,RS,VICENTE DUTRA,RS
Victor Graeff,RS,VICTOR GRAEFF,RS
Vila Flores,RS,VILA FLORES,RS
Vila Lângaro,RS,VILA LANGARO,RS
Vila Maria,RS,VILA MARIA,RS
Vila Nova do Sul,RS,VILA NOVA DO SUL,RS
Vista Alegre,RS,VISTA ALEGRE,RS
Vista Alegre do Prata,RS,VISTA ALEGRE DO PRATA,RS
Vista Gaúcha,RS,VISTA GAUCHA,RS
Vitória das Missões,RS,VITORIA DAS MISSOES,RS
Westfália,RS,WESTFALIA,RS
Xangri-lá,RS,XANGRI-LA,RS
Abdon Batista,SC,ABDON BATISTA,SC
Abelardo Luz,SC,ABELARDO LUZ,SC
Agrolândia,SC,AGROLANDIA,SC
Agronômica,SC,AGRONOMICA,SC
Água Doce,SC,AGUA DOCE,SC
Águas de Chapecó,SC,AGUAS DE CHAPECO,SC
Águas Frias,SC,AGUAS FRIAS,SC
Águas Mornas,SC,AGUAS MORNAS,SC
Alfredo Wagner,SC,ALFREDO WAGNER,SC
Alto Bela Vista,SC,ALTO BELA VISTA,SC
Anchieta,SC,ANCHIETA,SC
Angelina,SC,ANGELINA,SC
Anita Garibaldi,SC,ANITA GARIBALDI,SC
Anitápolis,SC,ANITAPOLIS,SC
Antônio Carlos,SC,ANTONIO CARLOS,SC
Apiúna,SC,APIUNA,SC
Arabutã,SC,ARABUTA,SC
Araquari,SC,ARAQUARI,SC
Araranguá,SC,ARARANGUA,SC
Armazém,SC,ARMAZEM,SC
Arroio Trinta,SC,ARROIO TRINTA,SC
Arvoredo,SC,ARVOREDO,SC
Ascurra,SC,ASCURRA,SC
Atalanta,SC,ATALANTA,SC
Aurora,SC,AURORA,SC
Balneário Arroio do Silva,SC,BALNEARIO ARROIO DO SILVA,SC
Balneário Barra do Sul,SC,BALNEARIO BARRA DO SUL,SC
Balneário Camboriú,SC,BALNEARIO CAMBORIU,SC
Balneário Gaivota,SC,BALNEARIO GAIVOTA,SC
Balneário Piçarras,SC,BALNEARIO PICARRAS,SC
Balneário Rincão,SC,,
Bandeirante,SC,BANDEIRANTE,SC
Barra Bonita,SC,BARRA BONITA,SC
Barra Velha,SC,BARRA VELHA,SC
Bela Vista do Toldo,SC,BELA VISTA DO TOLDO,SC
Belmonte,SC,BELMONTE,SC
Benedito Novo,SC,BENEDITO NOVO,SC
Biguaçu,SC,BIGUACU,SC
Blumenau,SC,BLUMENAU,SC
Bocaina do Sul,SC,BOCAINA DO SUL,SC
Bom Jardim da Serra,SC,BOM JARDIM DA SERRA,SC
Bom Jesus,SC,BOM JESUS,SC
Bom Jesus do Oeste,SC,BOM JESUS DO OESTE,SC
Bom Retiro,SC,BOM RETIRO,SC
Bombinhas,SC,BOMBINHAS,SC
Botuverá,SC,BOTUVERA,SC
Braço do Norte,SC,BRACO DO NORTE,SC
Braço do Trombudo,SC,,
Brunópolis,SC,BRUNOPOLIS,SC
Brusque,SC,BRUSQUE,SC
Caçador,SC,CACADOR,SC
Caibi,SC,CAIBI,SC
Calmon,SC,CALMON,SC
Camboriú,SC,CAMBORIU,SC
Campo Alegre,SC,CAMPO ALEGRE,SC
Campo Belo do Sul,SC,CAMPO BELO DO SUL,SC
Campo Erê,SC,CAMPO ERE,SC
Campos Novos,SC,CAMPOS NOVOS,SC
Canelinha,SC,CANELINHA,SC
Canoinhas,SC,CANOINHAS,SC
Capão Alto,SC,CAPAO ALTO,SC
Capinzal,SC,CAPINZAL,SC
Capivari de Baixo,SC,CAPIVARI DE BAIXO,SC
Catanduvas,SC,CATANDUVAS,SC
Caxambu do Sul,SC,CAXAMBU DO SUL,SC
Celso Ramos,SC,CELSO RAMOS,SC
Cerro Negro,SC,CERRO NEGRO,SC
Chapadão do Lageado,SC,CHAPADAO DO LAGEADO,SC
Chapecó,SC,CHAPECO,SC
Cocal do Sul,SC,COCAL DO SUL,SC
Concórdia,SC,CONCORDIA,SC
Cordilheira Alta,SC,CORDILHEIRA ALTA,SC
Coronel Freitas,SC,CORONEL FREITAS,SC
Coronel Martins,SC,CORONEL MARTINS,SC
Correia Pinto,SC,CORREIA PINTO,SC
Corupá,SC,CORUPA,SC
Criciúma,SC,CRICIUMA,SC
Cunha Porã,SC,CUNHA PORA,SC
Cunhataí,SC,CUNHATAI,SC
Curitibanos,SC,CURITIBANOS,SC
Descanso,SC,DESCANSO,SC
Dionísio Cerqueira,SC,DIONISIO CERQUEIRA,SC
Dona Emma,SC,DONA EMMA,SC
Doutor Pedrinho,SC,DOUTOR PEDRINHO,SC
Entre Rios,SC,ENTRE RIOS,SC
Ermo,SC,ERMO,SC
Erval Velho,SC,ERVAL VELHO,SC
Faxinal dos Guedes,SC,FAXINAL DOS GUEDES,SC
Flor do Sertão,SC,FLOR DO SERTAO,SC
Florianópolis,SC,FLORIANOPOLIS,SC
Formosa do Sul,SC,FORMOSA DO SUL,SC
Forquilhinha,SC,FORQUILHINHA,SC
Fraiburgo,SC,FRAIBURGO,SC
Frei Rogério,SC,FREI ROGERIO,SC
Galvão,SC,GALVAO,SC
Garopaba,SC,GAROPABA,SC
Garuva,SC,GARUVA,SC
Gaspar,SC,GASPAR,SC
Governador Celso Ramos,SC,GOVERNADOR CELSO RAMOS,SC
Grão-Pará,SC,GRAO PARA,SC
Gravatal,SC,GRAVATAL,SC
Guabiruba,SC,GUABIRUBA,SC
Guaraciaba,SC,GUARACIABA,SC
Guaramirim,SC,GUARAMIRIM,SC
Guarujá do Sul,SC,GUARUJA DO SUL,SC
Guatambú,SC,GUATAMBU,SC
Herval d'Oeste,SC,HERVAL D'OESTE,SC
Ibiam,SC,IBIAM,SC
Ibicaré,SC,IBICARE,SC
Ibirama,SC,IBIRAMA,SC
Içara,SC,ICARA,SC
Ilhota,SC,ILHOTA,SC
Imaruí,SC,IMARUI,SC
Imbituba,SC,IMBITUBA,SC
Imbuia,SC,IMBUIA,SC
Indaial,SC,INDAIAL,SC
Iomerê,SC,IOMERE,SC
Ipira,SC,IPIRA,SC
Iporã do Oeste,SC,IPORA DO OESTE,SC
Ipuaçu,SC,IPUACU,SC
Ipumirim,SC,IPUMIRIM,SC
Iraceminha,SC,IRACEMINHA,SC
Irani,SC,IRANI,SC
Irati,SC,IRATI,SC
Irineópolis,SC,IRINEOPOLIS,SC
Itá,SC,ITA,SC
Itaiópolis,SC,ITAIOPOLIS,SC
Itajaí,SC,ITAJAI,SC
Itapema,SC,ITAPEMA,SC
Itapiranga,SC,ITAPIRANGA,SC
Itapoá,SC,ITAPOA,SC
Ituporanga,SC,ITUPORANGA,SC
Jaborá,SC,JABORA,SC
Jacinto Machado,SC,JACINTO MACHADO,SC
Jaguaruna,SC,JAGUARUNA,SC
Jaraguá do Sul,SC,JARAGUA DO SUL,SC
Jardinópolis,SC,JARDINOPOLIS,SC
Joaçaba,SC,JOACABA,SC
Joinville,SC,JOINVILLE,SC
José Boiteux,SC,JOSE BOITEUX,SC
Jupiá,SC,JUPIA,SC
Lacerdópolis,SC,LACERDOPOLIS,SC
Lages,SC,LAGES,SC
Laguna,SC,LAGUNA,SC
Lajeado Grande,SC,LAJEADO GRANDE,SC
Laurentino,SC,LAURENTINO,SC
Lauro Müller,SC,LAURO MULLER,SC
Lebon Régis,SC,LEBON REGIS,SC
Leoberto Leal,SC,LEOBERTO LEAL,SC
Lindóia do Sul,SC,LINDOIA DO SUL,SC
Lontras,SC,LONTRAS,SC
Luiz Alves,SC,LUIZ ALVES,SC
Luzerna,SC,LUZERNA,SC
Macieira,SC,MACIEIRA,SC
Mafra,SC,MAFRA,SC
Major Gercino,SC,MAJOR GERCINO,SC
Major Vieira,SC,MAJOR VIEIRA,SC
Maracajá,SC,MARACAJA,SC
Maravilha,SC,MARAVILHA,SC
Marema,SC,MAREMA,SC
Massaranduba,SC,MASSARANDUBA,SC
Matos Costa,SC,MATOS COSTA,SC
Meleiro,SC,MELEIRO,SC
Mirim Doce,SC,MIRIM DOCE,SC
Modelo,SC,MODELO,SC
Mondaí,SC,MONDAI,SC
Monte Carlo,SC,MONTE CARLO,SC
Monte Castelo,SC,MONTE CASTELO,SC
Morro da Fumaça,SC,MORRO DA FUMACA,SC
Morro Grande,SC,MORRO GRANDE,SC
Navegantes,SC,NAVEGANTES,SC
Nova Erechim,SC,NOVA ERECHIM,SC
Nova Itaberaba,SC,NOVA ITABERABA,SC
Nova Trento,SC,NOVA TRENTO,SC
Nova Veneza,SC,NOVA VENEZA,SC
Novo Horizonte,SC,NOVO HORIZONTE,SC
Orleans,SC,ORLEANS,SC
Otacílio Costa,SC,OTACILIO COSTA,SC
Ouro,SC,OURO,SC
Ouro Verde,SC,OURO VERDE,SC
Paial,SC,PAIAL,SC
Painel,SC,PAINEL,SC
Palhoça,SC,PALHOCA,SC
Palma Sola,SC,PALMA SOLA,SC
Palmeira,SC,PALMEIRA,SC
Palmitos,SC,PALMITOS,SC
Papanduva,SC,PAPANDUVA,SC
Paraíso,SC,PARAISO,SC
Passo de Torres,SC,PASSO DE TORRES,SC
Passos Maia,SC,PASSOS MAIA,SC
Paulo Lopes,SC,PAULO LOPES,SC
Pedras Grandes,SC,PEDRAS GRANDES,SC
Penha,SC,PENHA,SC
Peritiba,SC,PERITIBA,SC
Pescaria Brava,SC,,
Petrolândia,SC,PETROLANDIA,SC
Pinhalzinho,SC,PINHALZINHO,SC
Pinheiro Preto,SC,PINHEIRO PRETO,SC
Piratuba,SC,PIRATUBA,SC
Planalto Alegre,SC,PLANALTO ALEGRE,SC
Pomerode,SC,POMERODE,SC
Ponte Alta,SC,PONTE ALTA,SC
Ponte Alta do Norte,SC,PONTE ALTA DO NORTE,SC
Ponte Serrada,SC,PONTE SERRADA,SC
Porto Belo,SC,PORTO BELO,SC
Porto União,SC,PORTO UNIAO,SC
Pouso Redondo,SC,POUSO REDONDO,SC
Praia Grande,SC,PRAIA GRANDE,SC
Presidente Castello Branco,SC,PRESIDENTE CASTELO BRANCO,SC
Presidente Getúlio,SC,PRESIDENTE GETULIO,SC
Presidente Nereu,SC,PRESIDENTE NEREU,SC
Princesa,SC,PRINCESA,SC
Quilombo,SC,QUILOMBO,SC
Rancho Queimado,SC,RANCHO QUEIMADO,SC
Rio das Antas,SC,RIO DAS ANTAS,SC
Rio do Campo,SC,RIO DO CAMPO,SC
Rio do Oeste,SC,RIO DO OESTE,SC
Rio do Sul,SC,RIO DO SUL,SC
Rio dos Cedros,SC,RIO DOS CEDROS,SC
Rio Fortuna,SC,RIO FORTUNA,SC
Rio Negrinho,SC,RIO NEGRINHO,SC
Rio Rufino,SC,RIO RUFINO,SC
Riqueza,SC,RIQUEZA,SC
Rodeio,SC,RODEIO,SC
Romelândia,SC,ROMELANDIA,SC
Salete,SC,SALETE,SC
Saltinho,SC,SALTINHO,SC
Salto Veloso,SC,SALTO VELOSO,SC
Sangão,SC,SANGAO,SC
Santa Cecília,SC,SANTA CECILIA,SC
Santa Helena,SC,SANTA HELENA,SC
Santa Rosa de Lima,SC,SANTA ROSA DE LIMA,SC
Santa Rosa do Sul,SC,SANTA ROSA DO SUL,SC
Santa Terezinha,SC,SANTA TEREZINHA,SC
Santa Terezinha do Progresso,SC,SANTA TEREZINHA DO PROGRESSO,SC
Santiago do Sul,SC,SANTIAGO DO SUL,SC
Santo Amaro da Imperatriz,SC,SANTO AMARO DA IMPERATRIZ,SC
São Bento do Sul,SC,SAO BENTO DO SUL,SC
São Bernardino,SC,SAO BERNARDINO,SC
São Bonifácio,SC,SAO BONIFACIO,SC
São Carlos,SC,SAO CARLOS,SC
São Cristóvão do Sul,SC,SAO CRISTOVAO DO SUL,SC
São Domingos,SC,SAO DOMINGOS,SC
São Francisco do Sul,SC,SAO FRANCISCO DO SUL,SC
São João Batista,SC,SAO JOAO BATISTA,SC
São João do Itaperiú,SC,SAO JOAO DO ITAPERIU,SC
São João do Oeste,SC,SAO JOAO DO OESTE,SC
São João do Sul,SC,SAO JOAO DO SUL,SC
São Joaquim,SC,SAO JOAQUIM,SC
São José,SC,SAO JOSE,SC
São José do Cedro,SC,SAO JOSE DO CEDRO,SC
São José do Cerrito,SC,SAO JOSE DO CERRITO,SC
São Lourenço do Oeste,SC,SAO LOURENCO DO OESTE,SC
São Ludgero,SC,SAO LUDGERO,SC
São Martinho,SC,SAO MARTINHO,SC
São Miguel da Boa Vista,SC,SAO MIGUEL DA BOA VISTA,SC
São Miguel do Oeste,SC,SAO MIGUEL DO OESTE,SC
São Pedro de Alcântara,SC,SAO PEDRO DE ALCANTARA,SC
Saudades,SC,SAUDADES,SC
Schroeder,SC,SCHROEDER,SC
Seara,SC,SEARA,SC
Serra Alta,SC,SERRA ALTA,SC
Siderópolis,SC,SIDEROPOLIS,SC
Sombrio,SC,SOMBRIO,SC
Sul Brasil,SC,SUL BRASIL,SC
Taió,SC,TAIO,SC
Tangará,SC,TANGARA,SC
Tigrinhos,SC,TIGRINHOS,SC
Tijucas,SC,TIJUCAS,SC
Timbé do Sul,SC,TIMBE DO SUL,SC
Timbó,SC,TIMBO,SC
Timbó Grande,SC,TIMBO GRANDE,SC
Três Barras,SC,TRES BARRAS,SC
Treviso,SC,TREVISO,SC
Treze de Maio,SC,TREZE DE MAIO,SC
Treze Tílias,SC,TREZE TILIAS,SC
Trombudo Central,SC,TROMBUDO CENTRAL,SC
Tubarão,SC,TUBARAO,SC
Tunápolis,SC,TUNAPOLIS,SC
Turvo,SC,TURVO,SC
União do Oeste,SC,UNIAO DO OESTE,SC
Urubici,SC,URUBICI,SC
Urupema,SC,URUPEMA,SC
Urussanga,SC,URUSSANGA,SC
Vargeão,SC,VARGEAO,SC
